展示名称,ID,创建人,创建时间,更新人,更新时间,专业名称,专业代码,专业 ID,学门,专业大类,级别,父级分类,生效状态
哈医学,1785684763426826,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,哈医学,100507K,1024,医学,中医学类,专业,中医学类,生效中
逻辑学,1785684763530276,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,逻辑学,10102,1027,哲学,哲学类,专业,哲学类,生效中
经济犯罪侦查,1785684763419690,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,经济犯罪侦查,030606TK,1028,法学,公安学类,专业,公安学类,生效中
食品营养与检验教育,1785684763536548,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,食品营养与检验教育,082707T,1029,工学,食品科学与工程类,专业,食品科学与工程类,生效中
听力与言语康复学,1785684763533380,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,听力与言语康复学,101008T,1031,医学,医学技术类,专业,医学技术类,生效中
环境生态工程,1785684763530244,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,环境生态工程,82504,1037,工学,环境科学与工程类,专业,环境科学与工程类,生效中
越南语,1785684763529220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,越南语,50223,1050,文学,外国语言文学类,专业,外国语言文学类,生效中
工业工程,1785684763422762,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,工业工程,120701,1051,管理学,工业工程类,专业,工业工程类,生效中
口腔医学,1785684763424826,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,口腔医学,100301K,1052,医学,口腔医学类,专业,口腔医学类,生效中
医学检验技术,1785684763531348,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,医学检验技术,101001,1057,医学,医学技术类,专业,医学技术类,生效中
行政管理,1785684763425834,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,行政管理,120402,1058,管理学,公共管理类,专业,公共管理类,生效中
针灸推拿学,1785684763425818,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,针灸推拿学,100502K,1059,医学,中医学类,专业,中医学类,生效中
飞行器制造工程,1785684763529236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,飞行器制造工程,82003,1060,工学,航空航天类,专业,航空航天类,生效中
藏医学,1785684763529268,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,藏医学,100503K,1062,医学,中医学类,专业,中医学类,生效中
警卫学,1785684763533412,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,警卫学,030609TK,1065,法学,公安学类,专业,公安学类,生效中
中国共产党历史,1785684763535540,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中国共产党历史,30502,1067,法学,马克思主义理论类,专业,马克思主义理论类,生效中
分子科学与工程,1785684763531364,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,分子科学与工程,070304T,1071,理学,化学类,专业,化学类,生效中
工艺美术,1785684763532356,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,工艺美术,130507,1072,艺术学,设计学类,专业,设计学类,生效中
侦查学,1785684763530260,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,侦查学,030602K,1073,法学,公安学类,专业,公安学类,生效中
贸易经济,1785684763529252,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,贸易经济,20402,1079,经济学,经济与贸易类,专业,经济与贸易类,生效中
大气科学,1785684763534452,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,大气科学,70601,1083,理学,大气科学类,专业,大气科学类,生效中
世界语,1785684763533396,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,世界语,50241,1085,文学,外国语言文学类,专业,外国语言文学类,生效中
财务会计教育,1785684763422746,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,财务会计教育,120213T,1086,管理学,工商管理类,专业,工商管理类,生效中
印刷工程,1785684763536532,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,印刷工程,81703,1092,工学,轻工类,专业,轻工类,生效中
物流工程,1785684763535508,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,物流工程,120602,1097,管理学,物流管理与工程类,专业,物流管理与工程类,生效中
中药资源与开发,1785684763419706,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中药资源与开发,100802,1098,医学,中药学类,专业,中药学类,生效中
应用气象学,1785684763537540,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,应用气象学,70602,1099,理学,大气科学类,专业,大气科学类,生效中
蜂学,1785684763424778,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,蜂学,090303T,1101,农学,动物生产类,专业,动物生产类,生效中
矿物加工工程,1785684763423770,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,矿物加工工程,81503,1102,工学,矿业类,专业,矿业类,生效中
交通管理工程,1785684763421722,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,交通管理工程,083103TK,1105,工学,公安技术类,专业,公安技术类,生效中
建筑电气与智能化,1785684763423818,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,建筑电气与智能化,81004,1107,工学,土木类,专业,土木类,生效中
阿尔巴尼亚语,1785684763423786,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,阿尔巴尼亚语,50226,1108,文学,外国语言文学类,专业,外国语言文学类,生效中
宗教学,1785684763535524,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,宗教学,010103K,1110,哲学,哲学类,专业,哲学类,生效中
孟加拉语,1785684763424794,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,孟加拉语,50242,1111,文学,外国语言文学类,专业,外国语言文学类,生效中
能源与动力工程,1785684763421738,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,能源与动力工程,80501,1114,工学,能源动力类,专业,能源动力类,生效中
市场营销,1785684763423802,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,市场营销,120202,1115,管理学,工商管理类,专业,工商管理类,生效中
警务指挥与战术,1785684763420714,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,警务指挥与战术,030615TK,1116,法学,公安学类,专业,公安学类,生效中
水文与水资源工程,1785684763534436,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,水文与水资源工程,81102,1117,工学,水利类,专业,水利类,生效中
水土保持与荒漠化防治,1785684750224420,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,水土保持与荒漠化防治,90203,1120,农学,自然保护与环境生态类,专业,自然保护与环境生态类,生效中
卫生监督,1785684750220292,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,卫生监督,100404TK,1121,医学,公共卫生与预防医学类,专业,公共卫生与预防医学类,生效中
管理科学,1785684750218292,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,管理科学,120101,1122,管理学,管理科学与工程类,专业,管理科学与工程类,生效中
网络与新媒体,1785684750219284,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,网络与新媒体,050306T,1123,文学,新闻传播学类,专业,新闻传播学类,生效中
公共事业管理,1785684750223396,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,公共事业管理,120401,1125,管理学,公共管理类,专业,公共管理类,生效中
轻化工程,1785684750221364,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,轻化工程,81701,1126,工学,轻工类,专业,轻工类,生效中
材料成型及控制工程,1785684750225444,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,材料成型及控制工程,80203,1129,工学,机械类,专业,机械类,生效中
机械电子工程,1785684750224404,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,机械电子工程,80204,1130,工学,机械类,专业,机械类,生效中
轨道交通信号与控制,1785684750220340,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,轨道交通信号与控制,080802T,1133,工学,自动化类,专业,自动化类,生效中
药物化学,1785684750222388,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,药物化学,100706T,1137,医学,药学类,专业,药学类,生效中
资源勘查工程,1785684750217220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,资源勘查工程,81403,1139,工学,地质类,专业,地质类,生效中
交通设备与控制工程,1785684750223364,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,交通设备与控制工程,081806T,1140,工学,交通运输类,专业,交通运输类,生效中
税收学,1785684750213188,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,税收学,20202,1142,经济学,财政学类,专业,财政学类,生效中
交通管理,1785684750216212,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,交通管理,120407T,1143,管理学,公共管理类,专业,公共管理类,生效中
地理科学,1785684750223412,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,地理科学,70501,1144,理学,地理科学类,专业,地理科学类,生效中
资源循环科学与工程,1785684750216196,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,资源循环科学与工程,081303T,1145,工学,化工与制药类,专业,化工与制药类,生效中
服装设计与工艺教育,1785684750219316,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,服装设计与工艺教育,081604T,1146,工学,纺织类,专业,纺织类,生效中
康复治疗学,1785684750218244,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,康复治疗学,101005,1150,医学,医学技术类,专业,医学技术类,生效中
口腔医学技术,1785684750221316,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,口腔医学技术,101006,1151,医学,医学技术类,专业,医学技术类,生效中
地理信息科学,1785684750213204,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,地理信息科学,70504,1153,理学,地理科学类,专业,地理科学类,生效中
历史学,1785684750217236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,历史学,60101,1157,历史学,历史学类,专业,历史学类,生效中
电子与计算机工程,1785684750221348,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电子与计算机工程,080909T,1160,工学,计算机类,专业,计算机类,生效中
财务管理,1785684750218276,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,财务管理,120204,1165,管理学,工商管理类,专业,工商管理类,生效中
绘画,1785684750218260,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,绘画,130402,1171,艺术学,美术学类,专业,美术学类,生效中
预防医学,1785684750222340,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,预防医学,100401K,1172,医学,公共卫生与预防医学类,专业,公共卫生与预防医学类,生效中
外国语言与外国历史,1785684750223380,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,外国语言与外国历史,060106T,1175,历史学,历史学类,专业,历史学类,生效中
女性学,1785684750225460,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,女性学,030304T,1177,法学,社会学类,专业,社会学类,生效中
信息资源管理,1785684750217252,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,信息资源管理,120503,1179,管理学,图书情报与档案管理类,专业,图书情报与档案管理类,生效中
荷兰语,1785684750226500,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,荷兰语,50245,1181,文学,外国语言文学类,专业,外国语言文学类,生效中
港口航道与海岸工程,1785684750219268,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,港口航道与海岸工程,81103,1183,工学,水利类,专业,水利类,生效中
服装与服饰设计,1785684750221332,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,服装与服饰设计,130505,1185,艺术学,设计学类,专业,设计学类,生效中
汽车维修工程教育,1785684750225412,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,汽车维修工程教育,080212T,1187,工学,机械类,专业,机械类,生效中
生物信息学,1785684750214244,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物信息学,71003,1194,理学,生物科学类,专业,生物科学类,生效中
自然地理与资源环境,1785684750225428,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,自然地理与资源环境,70502,1197,理学,地理科学类,专业,地理科学类,生效中
电影学,1785684750213236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电影学,130303,1204,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
菲律宾语,1785684750214228,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,菲律宾语,50210,1205,文学,外国语言文学类,专业,外国语言文学类,生效中
消防工程,1785684750219300,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,消防工程,083102K,1208,工学,公安技术类,专业,公安技术类,生效中
戏剧影视美术设计,1785684750216244,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,戏剧影视美术设计,130307,1212,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
泰米尔语,1785684750213220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,泰米尔语,50239,1213,文学,外国语言文学类,专业,外国语言文学类,生效中
船舶与海洋工程,1785684750217268,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,船舶与海洋工程,81901,1216,工学,海洋工程类,专业,海洋工程类,生效中
资产评估,1785684750212212,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,资产评估,120208,1220,管理学,工商管理类,专业,工商管理类,生效中
武器发射工程,1785684750222356,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,武器发射工程,82102,1222,工学,兵器类,专业,兵器类,生效中
海洋渔业科学与技术,1785684750216228,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海洋渔业科学与技术,90602,1223,农学,水产类,专业,水产类,生效中
传播学,1785684750220308,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,传播学,50304,1224,文学,新闻传播学类,专业,新闻传播学类,生效中
会计学,1785684750224436,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,会计学,120203K,1225,管理学,工商管理类,专业,工商管理类,生效中
飞行器质量与可靠性,1785684750214212,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,飞行器质量与可靠性,082006T,1226,工学,航空航天类,专业,航空航天类,生效中
海关管理,1785684750220324,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海关管理,120406TK,1228,管理学,公共管理类,专业,公共管理类,生效中
农村区域发展,1785684750222372,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,农村区域发展,120302,1230,管理学,农业经济管理类,专业,农业经济管理类,生效中
边防管理,1785684750214260,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,边防管理,030603K,1233,法学,公安学类,专业,公安学类,生效中
动物科学,1785684750224388,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,动物科学,90301,1234,农学,动物生产类,专业,动物生产类,生效中
蚕学,1785684810869763,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,蚕学,090302T,1235,农学,动物生产类,专业,动物生产类,生效中
音乐学,1785684810868771,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,音乐学,130202,1237,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
医学实验技术,1785684810866723,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,医学实验技术,101002,1238,医学,医学技术类,专业,医学技术类,生效中
金融学,1785684800447564,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,金融学,020301K,1239,经济学,金融学类,专业,金融学类,生效中
文化遗产,1785684800452700,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,文化遗产,060107T,1244,历史学,历史学类,专业,历史学类,生效中
音乐治疗,1785684800452732,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,音乐治疗,130210T,1245,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
航空服务艺术与管理,1785684800450620,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,航空服务艺术与管理,130208TK,1246,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
流行音乐,1785684810864675,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,流行音乐,130209T,1247,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
流行舞蹈,1785684800449628,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,流行舞蹈,130211T,1248,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
舞蹈教育,1785684810865683,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,舞蹈教育,130207T,1249,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
包装设计,1785684810866739,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,包装设计,130512T,1250,艺术学,设计学类,专业,设计学类,生效中
陶瓷艺术设计,1785684810866691,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,陶瓷艺术设计,130510TK,1251,艺术学,设计学类,专业,设计学类,生效中
新媒体艺术,1785684810865699,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,新媒体艺术,130511T,1252,艺术学,设计学类,专业,设计学类,生效中
实验艺术,1785684800450588,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,实验艺术,130407TK,1253,艺术学,美术学类,专业,美术学类,生效中
文物保护与修复,1785684800449612,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,文物保护与修复,130409T,1254,艺术学,美术学类,专业,美术学类,生效中
漫画,1785684800453724,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,漫画,130410T,1255,艺术学,美术学类,专业,美术学类,生效中
跨媒体艺术,1785684800453740,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,跨媒体艺术,130408TK,1256,艺术学,美术学类,专业,美术学类,生效中
艺术管理,1785684800451660,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,艺术管理,130102T,1257,艺术学,艺术学理论类,专业,艺术学理论类,生效中
戏剧教育,1785684810868787,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,戏剧教育,130313T,1258,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
影视技术,1785684800453756,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,影视技术,130312T,1259,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
供应链管理,1785684800446588,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,供应链管理,120604T,1260,管理学,物流管理与工程类,专业,物流管理与工程类,生效中
零售业管理,1785684810867763,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,零售业管理,120215T,1261,管理学,工商管理类,专业,工商管理类,生效中
健康服务与管理,1785684810867747,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,健康服务与管理,120410T,1262,管理学,公共管理类,专业,公共管理类,生效中
医疗产品管理,1785684800446556,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,医疗产品管理,120412T,1263,管理学,公共管理类,专业,公共管理类,生效中
海警后勤管理,1785684810864691,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海警后勤管理,120411TK,1264,管理学,公共管理类,专业,公共管理类,生效中
工程审计,1785684810865667,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,工程审计,120109T,1265,管理学,管理科学与工程类,专业,管理科学与工程类,生效中
计算金融,1785684800449660,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,计算金融,120110T,1266,管理学,管理科学与工程类,专业,管理科学与工程类,生效中
邮政管理,1785684800451708,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,邮政管理,120107T,1267,管理学,管理科学与工程类,专业,管理科学与工程类,生效中
大数据管理与应用,1785684800447612,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,大数据管理与应用,120108T,1268,管理学,管理科学与工程类,专业,管理科学与工程类,生效中
材料设计科学与工程,1785684800449644,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,材料设计科学与工程,080415T,1269,工学,材料类,专业,材料类,生效中
复合材料成型工程,1785684800453708,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,复合材料成型工程,080416T,1270,工学,材料类,专业,材料类,生效中
香料香精技术与工程,1785684800448620,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,香料香精技术与工程,081704T,1271,工学,轻工类,专业,轻工类,生效中
化妆品技术与工程,1785684800448604,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,化妆品技术与工程,081705T,1272,工学,轻工类,专业,轻工类,生效中
人居环境科学与技术,1785684810863635,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,人居环境科学与技术,082805T,1273,工学,建筑类,专业,建筑类,生效中
网络空间安全,1785684800450604,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,网络空间安全,080911TK,1274,工学,计算机类,专业,计算机类,生效中
电影制作,1785684800451676,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电影制作,080913T,1275,工学,计算机类,专业,计算机类,生效中
保密技术,1785684810867715,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,保密技术,080914TK,1276,工学,计算机类,专业,计算机类,生效中
新媒体技术,1785684810863667,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,新媒体技术,080912T,1277,工学,计算机类,专业,计算机类,生效中
数据科学与大数据技术,1785684810865715,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,数据科学与大数据技术,080910T,1278,工学,计算机类,专业,计算机类,生效中
精细化工,1785684800447596,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,精细化工,081308T,1279,工学,化工与制药类,专业,化工与制药类,生效中
涂料工程,1785684810863651,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,涂料工程,081307T,1280,工学,化工与制药类,专业,化工与制药类,生效中
化工安全工程,1785684810864659,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,化工安全工程,081306T,1281,工学,化工与制药类,专业,化工与制药类,生效中
家具设计与工程,1785684800447580,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,家具设计与工程,082404T,1282,工学,林业工程类,专业,林业工程类,生效中
飞行器控制与信息工程,1785684800451692,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,飞行器控制与信息工程,082008T,1283,工学,航空航天类,专业,航空航天类,生效中
无人驾驶航空器系统工程,1785684800448588,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,无人驾驶航空器系统工程,082009T,1284,工学,航空航天类,专业,航空航天类,生效中
临床工程技术,1785684800450572,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,临床工程技术,082603T,1285,工学,生物医学工程类,专业,生物医学工程类,生效中
新能源汽车工程,1785684800452748,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,新能源汽车工程,080216T,1286,工学,机械类,专业,机械类,生效中
智能制造工程,1785684810867731,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能制造工程,080213T,1287,工学,机械类,专业,机械类,生效中
智能车辆工程,1785684810868755,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能车辆工程,080214T,1288,工学,机械类,专业,机械类,生效中
仿生科学与工程,1785684810863619,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,仿生科学与工程,080215T,1289,工学,机械类,专业,机械类,生效中
机器人工程,1785684818110515,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,机器人工程,080803T,1290,工学,自动化类,专业,自动化类,生效中
邮政工程,1785684818119715,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,邮政工程,080804T,1291,工学,自动化类,专业,自动化类,生效中
核电技术与控制工程,1785684818118659,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,核电技术与控制工程,080805T,1292,工学,自动化类,专业,自动化类,生效中
土木、水利与海洋工程,1785684818111491,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,土木、水利与海洋工程,081009T,1294,工学,土木类,专业,土木类,生效中
智能建造,1785684818111539,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能建造,081008T,1295,工学,土木类,专业,土木类,生效中
铁道工程,1785684818110483,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,铁道工程,081007T,1296,工学,土木类,专业,土木类,生效中
海警舰艇指挥与技术,1785684818119699,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海警舰艇指挥与技术,083110TK,1297,工学,公安技术类,专业,公安技术类,生效中
数据警务技术,1785684818120739,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,数据警务技术,083111TK,1298,工学,公安技术类,专业,公安技术类,生效中
邮轮工程与管理,1785684818120755,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,邮轮工程与管理,081810T,1299,工学,交通运输类,专业,交通运输类,生效中
轨道交通电气与控制,1785684818111507,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,轨道交通电气与控制,081809T,1300,工学,交通运输类,专业,交通运输类,生效中
丝绸设计与工程,1785684818116691,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,丝绸设计与工程,081605T,1301,工学,纺织类,专业,纺织类,生效中
土地整治工程,1785684822960243,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,土地整治工程,082306T,1302,工学,农业工程类,专业,农业工程类,生效中
地理空间信息工程,1785684818110499,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,地理空间信息工程,081205T,1303,工学,测绘类,专业,测绘类,生效中
电缆工程,1785684822960227,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电缆工程,080606T,1304,工学,电气类,专业,电气类,生效中
电机电器智能化,1785684822961251,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电机电器智能化,080605T,1305,工学,电气类,专业,电气类,生效中
食品安全与检测,1785684818115587,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,食品安全与检测,082709T,1306,工学,食品科学与工程类,专业,食品科学与工程类,生效中
电子信息科学与技术,1785684818115603,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电子信息科学与技术,080714T,1307,工学,电子信息类,专业,电子信息类,生效中
